Filename	Prep_Mandarin	Prep_original	Mandarin	Original	Engilsh_Parse	Original_Parse
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgz101.cha	gen1=with	跟	small sheep currently with little_child group play game he play again meet one he not know thing	小 羊 在 跟 小朋友 们 玩儿 游戏 他 <玩 着 > 玩 着 又 遇到 了 一 个 他 不 认识 的 东西	with group play	跟 们 玩儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/hqx302.cha	gei3=for	给	come you for I speak one this three story	来 你 给 我 讲 一 下 这 三 个 故事	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/hqx302.cha	gei3=for	给	come you for I speak one I now still not look pass this book	来 你 给 我 讲 一 下我 现在 还 没 看 过 这 本 书 呢	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/hqx302.cha	gei3=for	给	for I speak one I for you flip page	给 我 讲 一 下 我 给 你 翻 页	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/hqx302.cha	gei3=for	给	for I speak one I for you flip page	给 我 讲 一 下 我 给 你 翻 页	you flip page	给 你 翻
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm507.cha	gei3=for	给	can not can be_like teacher just_now describe banana same for small sheep describe one this is what	能 不 能 像 老师 刚才 描述 香蕉 一样 给 小 羊 描述 一 下 这 是 什么 呀	for sheep describe	给 羊 描述
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm507.cha	gei3=for	给	you can be_like just_now speak apple time same for small sheep speak one this is what	你 能 像 刚才 讲 苹果 的 时候 一样 给 小 羊 讲 一 下 这 是 什么 吗	small speak one	给 羊 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/dsz103.cha	gei3=for	给	good now request little_child come for small sheep introduce one apple	好 现在 请 娜扎开提 小朋友 来 给 小 羊 介绍 一 下 苹果	small introduce one	给 羊 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/dsz103.cha	zai4=at	在	so you know apple is grow at where	那 你 知道 苹果 是 长 在 哪里 的 吗	grow at where	长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/dsz103.cha	zai4=at	哪里	kindness grow at where	恩长 在 哪里 的	grow at where	在 哪里 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/dsz103.cha	gei3=for	给	okay you know this is rubber_ball so you for small sheep again introduce one rubber_ball	噢 你 知道 这 是 皮球 那 你 给 小 羊 再 介绍 一 下 皮球 吧	for sheep introduce	给 羊 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/flz306.cha	zai4=at	哪里	okay apple is grow at where	嗯苹果 是 长 在 哪里 的	grow at where	在 哪里 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd111.cha	gei3=for	小	apple so you can not can be_like teacher just_now introduce banana for small sheep introduce one this apple	苹果那 你 能 不 能 像 老师 刚才 介绍 香蕉 给 小 羊 介绍 一 下 这个 苹果	for sheep introduce	小 介绍 一
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd111.cha	zai4=at	什么	strawberry flavor so you know apple grow at what place	草莓 味那 你 知道 苹果 生长 在 什么 地方 吗	grow at place	在 什么 吗
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd111.cha	zai4=at	在	at which you tell he	在 哪 你 告诉 他	at tell	在 告诉
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd111.cha	zai4=at	哪里	chant at where meet apple you	哦在 哪里 见 过 苹果 你	at where meet	哪里 见 过
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd111.cha	gei3=for	他	chant you all say go_out it is ball so you can not can be_like just_now introduce apple same for he introduce one this ball	哦你 都 说 出来 它 是 球 那 你 能 不 能 像 刚才 介绍 苹果 一样 给 他 介绍 一 下 这个 球	same for he	给 他 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm501.cha	gei3=for	给	you can be_like teacher just_now speak banana same for small sheep speak one this is what	你 能 像 老师 刚才 讲 香蕉 一样 给 小 羊 讲 一 下 这 是 什么 吗	for sheep speak	给 羊 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm501.cha	zai4=at	在	so you tell not know apple same_as grow at what place	那 你 知 不 知道 苹果 一般 生长 在 什么 地方 呢	at what place	在 什么 地方
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm501.cha	gen1=with	跟	now small sheep with little_child group play game play meet finally moreover one thing but he still_be not know this is what thing you can tell small sheep this is what	现在 呢 小 羊 跟 小朋友 们 玩儿 游戏 <玩 着 > 玩 着 见 到了 另外 一 个 东西 可是 他 还是 不 知道 这 是 什么 东西 你 能 告诉 小 羊 这 是 什么 吗	little_child group play game	跟 小朋友 们 玩儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/sdfyxb07.cha	gei3=for	给	you again for I introduce one this apple touch come_up is what feel	你 再 给 我 介绍 一 下 这个 苹果 摸 起来 是 什么 感觉 呢	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/sdfyxb07.cha	gei3=for	给	you again for I introduce one this is what	你 再 给 我 介绍 一 下 这 是 什么	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm509.cha	gei3=for	给	that now be_like teacher tell_about banana that_kind_of for small sheep tell_about this is what thing	那 现在 像 老师 讲述 香蕉 那样 给 小 羊 讲述 这 是 什么 东西 吗	for sheep tell_about	给 羊 讲述
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm509.cha	gen1=with	跟	small sheep currently with little_child group play game	小 羊 呢 在 跟 小朋友 们 玩儿 游戏	little_child group play game	跟 小朋友 们 玩儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/dsz102.cha	zai4=at	在	so you currently which you know at where may buy arrive apple	那 你 在 哪 你 知道 在 哪里 可以 买 到 苹果 吗	at buy	在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgz105.cha	gei3=for	给	you can be_like teacher just_now speak banana same for small sheep speak one this is what	你 能 像 老师 刚才 讲 香蕉 一样 给 小 羊 讲 一 下 这 是 什么 吗	for sheep speak	给 羊 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/sdfyxb08.cha	zai4=at	在	at where meet last	在 哪里 见 过 呢	at where meet	在 哪里 见
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd206.cha	gei3=for	给	you can be_like banana same for small sheep introduce one this is what	你 能 像 香蕉 一样 给 小 羊 介绍 一 下 这 是 什么 吗	for sheep introduce	给 羊 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd206.cha	gen1=with	跟	small sheep he currently with little_child group play game	小 羊 呢 他 在 跟 小朋友 们 玩儿 游戏	little_child group play game	跟 小朋友 们 玩儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd205.cha	gei3=for	给	you can for small sheep speak one this is what thing	你 能 给 小 羊 讲 一 下 这 是 什么 东西 吗	for sheep speak	给 羊 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgd205.cha	gen1=with	跟	really intelligent small sheep currently with little_child group play game play he again not know this is what thing you can not can tell small sheep this is what	真 聪明 小 羊 呢 在 跟 小朋友 们 玩儿 游戏 <玩 着 > 玩 着 吧 他 又 不 知道 这 是 什么 东西 了 啊 你 能 不 能 告诉 小 羊 这 是 什么	little_child group play game	跟 小朋友 们 玩儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm508.cha	gei3=for	给	correct but you now can be_like teacher just_now describe banana that_kind_of come for small sheep describe one this is what	对 啊 可是 你 现在 能 像 老师 刚才 描述 香蕉 那样 来 给 小 羊 描述 一 下 这 是 什么 吗	small describe one	给 羊 描述
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm508.cha	gei3=for	给	good come for small sheep speak one	好 来 给 小 羊 讲 一 下	for sheep speak	给 羊 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgm508.cha	dui4=toward	是	toward apple is what color	啊对苹果 是 什么 颜色 的 呀	apple what	是 颜色
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/sdfydb09.cha	gei3=for	给	request you for I introduce one this is what	请 你 给 我 介绍 一 下 这 是 什么	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/flz308.cha	gei3=for	小	request you for small sheep introduce one apple	凯米拉请 你 给 小 羊 介绍 一 下 苹果	small introduce one	小 介绍 一
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgz107.cha	gei3=for	给	okay you can be_like teacher just_now speak banana for small sheep speak one this is what	嗯 你 能 像 老师 刚才 讲 香蕉 给 小 羊 讲 一 下 这 是 什么 吗	for sheep speak	给 羊 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201209/jgz107.cha	dui4=toward	吃	okay eat toward it can eat it is what form	嗯吃 的对它 能 吃 它 是 什么 形状 的 呀	it it	吃 什么
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm502.cha	zai4=at	在	at where may buy arrive	在 哪里 可以 买 到 呢	at buy	在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm502.cha	gei3=for	他	chant so you come for he introduce one this it grow get what how play begin	哦那 你 来 给 他 介绍 一 下 这 它 长 得 什么样 怎么 玩儿 啊 开始	for he introduce	他 介绍 一
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz202.cha	guan1yu2=about	的	chant delicious gustatory_perception moreover what about apple	哦好吃 的 味道还有 什么 啊 关于 苹果 的	about	关于 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz202.cha	zai4=at	什么	is fruit that apple grow at what place	是 个 水果那 苹果 生长 在 什么 地方 啊	at what	在 什么 啊
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz202.cha	guan1yu2=about	要	not know okay very again think moreover what about apple should tell small sheep	不 知道嗯好再 想一想 还有 什么 关于 苹果 的 要 告诉 小 羊 的	about apple should small	要 告诉 小 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz202.cha	gei3=for	我	chant think think teacher just_now how speak banana you for I speak one	哦想 想 老师 刚才 怎么 讲 香蕉 的 你 给 我 讲 一 下 这个	I speak one	我 讲 一
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd201.cha	gen1=with	跟	you just think make small sheep always not meet last thing you can not can with he speak just_as speak	你 就 想 着 小 羊 从来 没有 见 过 这个 东西 你 能 不 能 跟 他 讲 一 讲 这个	he speak just_as	跟 他 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd201.cha	guan1yu2=about	关于	again lots tell small sheep some about apple thing matter	再 多 告诉 小 羊 一些 关于 苹果 的 东西 事情	about apple matter	关于 苹果 东西
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd108.cha	gei3=for	给	okay you for he introduce you say small sheep this is	嗯 你 给 他 <介绍 > 你 说小 羊 这 是	for he introduce	给 他 <介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd108.cha	zai4=at	在	at where may buy arrive	在 哪里 可以 买 到 呀	at buy	在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd108.cha	gei3=for	讲	chant rubber_ball good so you come for he speak just_as speak this is what okay	哦 皮球好那 你 来 给 他 讲 一 讲 这 是 什么 好不好	for he speak	讲 一 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/hqx305.cha	zai4=at	在	so you meet apple tree apple tree same_as grow at where	那 你 见 过 苹果 树 吗 苹果 树 一般 生长 在 哪里 呢	where	生长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd203.cha	gei3=for	给	for I introduce one it	给 我 介绍 一 下 它	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz207.cha	gen1=with	讲	wah small volleyball small sheep on_the_contrary always not meet this thing can not can be_like just_now with he speak apple same again for he speak one this is what	哇小 排球小 羊 可 从来 没有 见 过 这个 东西 能 不 能 像 刚才 跟 他 讲 苹果 一样 再 给 他 讲 一 下 这个 是 什么 啊	he speak apple	讲 苹果 一样
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz207.cha	gei3=for	讲	wah small volleyball small sheep on_the_contrary always not meet this thing can not can be_like just_now with he speak apple same again for he speak one this is what	哇小 排球小 羊 可 从来 没有 见 过 这个 东西 能 不 能 像 刚才 跟 他 讲 苹果 一样 再 给 他 讲 一 下 这个 是 什么 啊	he speak one	讲 一 下
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz203.cha	gei3=for	给	so you can not can for I speak just_as speak introduce one it	那 你 能 不 能 给 我 讲 一 讲 介绍 一 下 它	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm506.cha	zai4=at	在	like it at where may buy arrive	喜欢 啊 它们 在 哪里 可以 买 到 呀	where arrive	在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm506.cha	gei3=for	介绍	okay correct for he introduce one it long what how play	嗯对给 他 介绍 一 下 吧 它 长 的 什么样 怎么 玩儿 呀	for he introduce	介绍 一 下
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/hqx301.cha	zai4=at	在	so you meet apple tree know apple tree same_as grow at where	那 你 见 过 苹果 树 吗 知道 苹果 树 一般 生长 在 哪里 吗	where	生长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/hqx301.cha	zai4=at	在	now small sheep he at kindergarten again bump finally freshen thing he always not meet you know this is what	现在 小 羊 啊 他 在 幼儿园 又 碰 到了 新鲜 的 东西 他 从来 没有 见 过 你 知道 这 是 什么 吗	kindergarten again finally	在 幼儿园 碰
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd207.cha	zai4=at	哪儿	okay round grow at which	嗯圆形 的 呀 长 在 哪儿 啊	which	在 哪儿 啊
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm505.cha	gei3=for	给	for small sheep introduce one this is what	给 小 羊 介绍 一 下 这 是 什么	for sheep introduce	给 羊 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm505.cha	zai4=at	在	you meet apple tree apple same_as grow at where	你 见 过 苹果 树 吗 苹果 一般 生长 在 哪里 呀	where	生长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm505.cha	zai4=at	在	at which meet arrive	在 哪儿 见 到 的	at which meet	在 哪儿 见
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm505.cha	gei3=for	给	so you for I introduce one be_like just that_kind_of introduce	那 你 给 我 介绍 一 下 像 刚刚 那样 介绍	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm505.cha	gei3=for	给	can not can for I introduce one just be_like just introduce banana that_kind_of introduce apple that_kind_of	能 不 能 给 我 介绍 一 下 就 像 刚刚 介绍 香蕉 那样 介绍 苹果 那样	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/hqz207.cha	zai4=at	在	you know apple tree grow at where	你 知道 苹果 树 生长 在 哪里 吗	grow at where	生长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd210.cha	zai4=at	在	it grow at which	它 长 在 哪儿 啊	grow at which	长 在 哪儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz106.cha	gei3=for	给	for I introduce one it	给 我 介绍 一 下 它	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz106.cha	zai4=at	在	you all at where meet apple	你 都 在 哪里 见 过 苹果 啊	at where meet	在 哪里 见
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz106.cha	zai4=at	在	at where meet	在 哪里 见 过	at where meet	在 哪里 见
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz106.cha	gei3=for	给	so you for I introduce one it	那 你 给 我 介绍 一 下 它	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/hqz203.cha	zai4=at	在	know apple tree same_as grow at where	知道 苹果 树 一般 生长 在 哪里 呢	grow at where	生长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm503.cha	zai4=at	在	at where may buy arrive apple	在 哪里 可以 买 到 苹果	at buy	在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm503.cha	gei3=for	给	hello very for he introduce one ball is what how play okay	你好 好 给 他 介绍 一 下 球 是 什么怎么样 玩儿 好不好	for he introduce	给 他 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd102.cha	gen1=with	自己	chant with self good_friend share_joy_rights eat	哦跟 自己 的 好朋友 分享 着 吃	with self good_friend share_joy_rights eat	自己 的 好朋友 分享 着
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd102.cha	gen1=with	小	okay uncommon good small sheep listen understood what is apple now she again look finally one thing think this how with small sheep speak it	嗯非常 棒 啊 小 羊 听 明白 了 什么 是 苹果 现在 她 又 看 到了 一 件 东西 想一想 该 怎么 跟 小 羊 讲 它 呢	speak	小 讲 它
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz104.cha	zai4=at	在	it same_as is grow at where	它 一般 是 生长 在 哪里 啊	grow at where	生长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz104.cha	guan1yu2=about	关于	moreover not about apple	还有 没有 关于 苹果 的	moreover not about apple	还有 没有 关于 苹果 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd109.cha	zai4=at	在	apple at where may buy arrive	苹果 在 哪里 可以 买 到	apple at buy	苹果 在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd109.cha	gei3=for	给	so you again for he introduce one ball okay	那 你 再 给 他 介绍 一 下 球 好不好	for he introduce	给 他 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd204.cha	gei3=for	给	you for I introduce one it same introduce fragrant banana same introduction one it	你 给 我 介绍 一 下 它 吧 像 介绍 香 蕉 一样 介绍 一 下 它	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd204.cha	gei3=for	给	so you for I introduce one it same introduce apple same introduction one	那 你 给 我 介绍 一 下 它 像 介绍 苹果 一样 介绍 一 下	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd101.cha	gei3=for	给	for small sheep	给 小 羊	for sheep	给 羊
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd101.cha	gei3=for	给	thereupon you can not can now can not can again for I introduce one you think just_as next just be_like introduce apple same	然后 你 能 不 能 现在 能 不 能 再 给 我们 介绍 一 下 这个 你 想 一 下 就 像 介绍 苹果 一样	for I introduce	给 我们 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm507.cha	zai4=at	在	normally at where may buy arrive	平时 在 哪里 可以 买 到	normally at buy	平时 在 买
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm507.cha	gei3=for	他	good for he introduce one	好给 他 介绍 一 下	for he introduce	他 介绍 一
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd111.cha	zai4=at	在	it grow at where	它 长 在 哪里	grow at where	长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd111.cha	gei3=for	给	now again allow you introduce one for he introduce one be_like introduce apple same	现在 又 让 你 介绍 一 下 给 他 介绍 一 下 像 介绍 苹果 一样	he introduce one	给 他 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz209.cha	zai4=at	在	think think apple normally grow at which	想 想 苹果 平时 长 在 哪儿 啊	grow at which	长 在 哪儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz209.cha	gei3=for	羊	not okay uncommon good small sheep aunt already go_it apple then she again look finally thing can not can be_like just_now speak apple that_kind_of for small sheep speak one this is what	没有 了 嗯非常 棒小 羊 阿姨 已经 知道了 苹果 那么 她 又 看 到了 这个 东西 能 不 能 像 刚才 讲 苹果 那样 给 小 羊 讲 一 下 这个 是 什么 呀	sheep one this	羊 一 下
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm501.cha	zai4=at	哪里	skin you look last apple tree apple tree long at where	皮你 看 过 苹果 树 吗 苹果 树 长 在 哪里	at where	在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz108.cha	guan1yu2=about	关于	that moreover not about apple	那 还有 没有 关于 苹果 的	that moreover not about apple	那 还有 没有 关于 苹果 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz108.cha	guan1yu2=about	关于	moreover what about it	还有 什么 关于 它 的	what about it	什么 关于 它 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz204.cha	gei3=for	给	think teacher just_now how speak banana be_like teacher speak banana that_kind_of for I speak apple okay	想一想 老师 刚才 怎么 讲 香蕉 的 像 老师 讲 香蕉 那样 给 我们 讲 呀 苹果好不好	I speak apple	给 我们 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz204.cha	zai4=at	哪儿	okay grass inside right so you know I normally all at which meet arrive apple	嗯草 里 是不是 那 你 知道 我们 平时 都 在 哪儿 见 到 苹果 呀	I normally all at which meet	平时 都 在 哪儿 见 到
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz204.cha	gen1=with	跟	can not can be_like just_now with he speak apple same again for he speak just_as speak this is what	能 不 能 像 刚才 跟 他 讲 苹果 一样 再 给 他 讲 一 讲 这 是 什么 呀	with he speak	跟 他 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz204.cha	gei3=for	给	can not can be_like just_now with he speak apple same again for he speak just_as speak this is what	能 不 能 像 刚才 跟 他 讲 苹果 一样 再 给 他 讲 一 讲 这 是 什么 呀	for he speak	给 他 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz206.cha	yu2=at	健康	okay skin profitable at healthy	嗯皮 有益 于 健康	at healthy	健康
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz206.cha	zai4=at	在	chant make_success apple all grow at which	哦圆 圆 的 苹果 都 长 在 哪儿 啊	at which	长 在 哪儿
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz105.cha	gei3=for	给	you come for I introduce one this is what	你 来 给 我 介绍 一 下 这个 是 什么	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd206.cha	gei3=for	我	okay so you for I same introduce apple same introduction one ball	嗯那 你 给 我 像 介绍 苹果 一样 介绍 一 下 这个 球	for introduce	我 苹果
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz205.cha	guan1yu2=about	苹果	okay very moreover not about apple	嗯好 还有 没有 关于 苹果 的	okay very moreover not about apple	嗯好 还有 没有 关于 苹果 的
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/ykz205.cha	gei3=for	我	ball so you can not can be_like just_now introduce apple same for I introduce one this ball	球那 你 能 不 能 像 刚才 介绍 苹果 一样 给 我 介绍 一 下 这个 球	same for I	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgm508.cha	gei3=for	给	for he speak just_as speak	给 他 讲 一 讲	for he speak	给 他 讲
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgd110.cha	zai4=at	在	it same_as grow at where	它 一般 长 在 哪里	grow at where	长 在 哪里
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz107.cha	gei3=for	给	for I introduce one it	给 我 介绍 一 下 它	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz107.cha	zai4=at	在	you is at where meet apple	你 是 在 哪里 见 过 苹果	at where meet	在 哪里 见
./CHILDES_Mandarin/Xinjiang/AcadLang/201303/jgz107.cha	gei3=for	给	you can not can for I introduce one this ball	你 能 不 能 给 我 介绍 一 下 这个 球	for I introduce	给 我 介绍
./CHILDES_Mandarin/Xinjiang/ENNI/201209/hqx307.cha	gei3=for	给	depend_count_on Su come for I speak one this story good not good	依 里 苏 来 给 我 讲 一 下 这个 故事 好 不 好	I speak one	给 我 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhm205.cha	gei3=for	给	request you for I speak speak this story happen what thing	请 你 给 我 讲 讲 这个 故事 发生 什么 事 了	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhm208.cha	gei3=for	给	you now use Mandarin for I speak one this story	你 现在 用 汉语 给 我 讲 一 下 这个 故事	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhxb03.cha	gei3=for	给	you want for teacher speak one story not can say this	你 要 给 老师 讲 一 个 故事 不 能 说 这个 这个	for teacher speak	给 老师 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhxb03.cha	gei3=for	给	now I speak ordinal two story you want serious speak speak for you paste small safflower	现在 我们 讲 第 二 个 故事 了 你 要 认真 讲 哦 讲 完了 给 你 贴 小 红花	safflower	给 你 贴
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhxb03.cha	gei3=for	给	thereupon speak for small safflower	然后 呢 讲 完了 给 小 红花	for safflower	讲 给 红花
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhxb03.cha	gei3=for	给	you be_on_good_terms good_looking book just for small safflower	你 要好 好看 书 才 给 小 红花	book just for safflower	书 才 给 红花
./CHILDES_Mandarin/Xinjiang/ENNI/201209/hqx305.cha	gei3=for	给	for I speak one this story good	给 我 讲 一 下 这个 故事 好 吗	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhz104.cha	gei3=for	给	you come for teacher speak story he currently do what	你 来 给 老师 讲 故事 他们 在 干 什么 啊	for teacher speak	给 老师 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/jgz102.cha	wei4=for	为	now have request aspect one class come for I speak one ordinal one story	现在 有 请 中 一 班 的 娜菲莎 来 为 我们 讲 一 下 第 一 个 故事	speak one ordinal	为 我们 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/hqx301.cha	gei3=for	给	for I speak one this story good	娜菲莎 给 我们 讲 一 下 这个 故事 好 吗	I speak one	给 我们 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/hqx301.cha	gei3=for	给	for I speak one this story look pictorial_matter speak	给 我 讲 一 下 这个 故事 看 图片 讲	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/tkxz305.cha	gei3=for	给	you for I speak one this story good	你 给 我 讲 一 下 这个 故事 好 吗	for I speak	给 我 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/xhz105.cha	gei3=for	给	gram wear you come for teacher speak story you use Mandarin give teacher speak story	艾 克 戴 你 来 给 老师 讲 故事 啊 你 用 汉语 给 老师 讲 故事	teacher speak story	给 老师 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/jgz103.cha	wei4=for	为	have request aspect one class come for I speak story I ordinal one story	有 请 中 一 班 的 萨姆斯娅 来 为 我们 讲 故事 我们 第 一 个 故事	speak story I	为 我们 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/jgd111-w.cha	gei3=for	给	correct come for teacher speak one	对 来 给 老师 讲 一 下	for teacher speak	给 老师 讲
./CHILDES_Mandarin/Xinjiang/ENNI/201209/jgd111-w.cha	gei3=for	给	nothing you will say how_many just say how_many use uighur_language come for teacher say again	没事 你 会 说 多少 就 说 多少 用 维语 来 给 老师 说 一遍	for teacher say	给 老师 说
./CHILDES_Mandarin/Xinjiang/ENNI/201209/jgm505.cha	wei4=for	为	I have request guess five class come for I speak ordinal one story	我们 有 请 蒙 五 班 的 依穆冉 来 为 我们 讲 第 一 个 故事	speak ordinal one	为 我们 讲
